config_id,buffer_pool_size,cache_size,log_file_size,thread_concurrency,query_cache_size,metric_pages_read,metric_pages_written,metric_cache_hits,metric_cache_misses,metric_lock_wait_time,performance_latency_99th_percentile
68,7938,1933,479,2,281,20735,48454,11025,1762,4.634391628690616,1986.047112697764
69,6041,1590,479,12,744,26949,18455,12815,1296,1.9582737228473386,157.0676150025075
70,5230,1468,380,30,841,28880,15177,15849,3372,1.5286221085599152,735.0929443624186
71,5394,851,270,14,612,30065,30856,18764,4037,1.8627606327721309,536.9708746864001
72,5956,2011,120,2,294,26006,18173,8215,3108,4.338441112996975,1705.6609821553363
73,6782,1533,493,1,1016,37563,36332,13452,4937,2.948722680441012,1489.713377871047
74,2344,1086,499,1,642,49852,29774,18389,4763,4.234830358272625,1131.1180870285862
75,3612,843,436,14,180,42593,11737,7092,4934,4.74125008155196,342.1641285606813
76,4660,99,82,3,510,32563,15862,8906,4563,1.137206920539468,1952.589174678542
77,7705,1689,295,27,703,44158,49630,6590,4386,3.3783159891212144,1149.125223494929
78,5054,1329,169,20,469,47790,19801,14265,2984,4.972965317178153,1156.0526249037625
79,3059,1694,207,25,95,45601,15483,15953,1350,1.8995769643533582,799.8390191314666
80,2938,1626,206,8,925,17015,26096,7235,4978,1.8708119999798547,503.4839170840366
81,4378,1279,456,16,740,10746,30609,9496,2865,2.32465817789006,342.2452941194453
82,5535,1131,77,7,814,46867,46320,15234,1198,2.2776362253811935,213.56377021947503
83,2379,1778,468,12,137,38385,34260,8801,3307,4.627084085208328,664.7227873000893
84,3201,1145,506,26,718,43334,47226,16431,2698,4.769119244968353,1198.879478149774
85,8076,1097,364,16,926,34159,39571,19191,1198,0.8388807114899337,628.0113131258615
86,4587,1908,134,1,288,47762,29692,12625,1653,3.6076952416594823,901.7482512674161
87,4528,954,503,24,854,22408,24650,7487,1485,0.2910997115016212,406.1635114274666
88,1508,866,387,1,112,27380,32258,11269,3534,0.7851611020162728,469.87419037062404
89,2793,789,121,23,921,44617,40908,17245,2498,2.6824430812880475,329.78127294982755
90,7404,347,230,14,298,33498,36725,13471,1761,1.7971296535911065,1724.2765952838581
91,1583,580,282,30,448,34276,29269,6824,3485,4.780685705503336,1157.1506002789945
92,5250,133,352,28,731,27066,28023,5151,1182,1.4739813857340567,141.6150637911843
93,6948,237,195,12,936,32805,48570,15208,1430,3.198819320617212,490.49061937333704
94,7829,1719,100,3,747,45077,21580,5750,3858,0.7175666007418681,1356.3203993826316
95,652,1971,193,14,705,27419,31705,14782,3636,1.4252488743305962,990.2750136248062
96,6870,879,171,8,555,19913,23936,10040,4054,1.8375518512133113,779.8894717640258
97,2290,1953,463,2,375,43246,11831,6636,4543,1.7642818711012291,1917.5661641985755
98,3476,1304,407,28,677,44040,17205,16543,2107,2.0135765006186364,1761.838003494572
99,5707,491,143,3,619,12047,25481,7543,2956,3.655506117874293,524.41531453129
100,7820,377,219,20,364,24668,26272,12483,3704,3.164205608778825,1083.093735969504
101,6482,473,314,26,442,45955,12503,10096,1538,3.09230954313417,659.6678553250558
102,6274,797,273,4,683,38291,43082,11992,2499,2.4678365283253454,817.4446435443964
103,4578,782,128,2,308,49178,12774,9474,3606,4.612713228307935,1877.0023496688761
104,2122,1479,375,2,444,25909,49515,13709,4711,3.677909872325764,1000.6067317118809
105,6790,1966,368,4,668,44242,21907,6484,4973,1.7702946964393185,940.4196103898352
106,7500,1426,181,24,21,17149,12921,16336,4605,0.5599512558411176,874.5200054953731
107,7970,649,111,12,557,42843,25156,8632,2519,0.633769292238239,1934.6626250343254
108,4679,1266,460,22,193,42756,21567,19700,3077,1.0823871052109328,1034.7004097467898
109,5723,1882,83,8,156,40041,12838,8937,1460,1.584540102429668,1751.5870306922388
110,3097,2045,492,28,278,25147,10772,9056,1958,2.000046503780777,319.8703062753722
111,7465,1348,384,17,843,49233,15046,7036,1782,0.3520845008668366,994.8161626931077
112,420,168,121,15,702,30401,49406,8312,4711,4.656152748644097,662.1365350347312
113,4253,1800,222,12,710,25271,31997,8773,2424,3.920989297056872,330.82309809073183
114,4859,551,410,31,769,24534,47706,16228,2281,4.144005238235706,1060.7510615048095
115,7230,1596,415,25,558,19939,39596,5632,2484,0.7189936865037563,840.1621604862447
116,7511,877,385,17,631,22797,36556,5262,2705,4.410770155790533,1790.8344142796225
117,3859,1478,400,22,915,11800,16193,17288,2207,3.689489892195997,751.6546959240703
118,5382,161,197,8,315,22084,48689,15549,1767,4.420354915816857,323.94875870247256
119,2109,1203,200,13,906,22417,33316,5920,1388,2.454377307933862,1944.8297101894568
120,965,1852,201,12,741,34529,12900,6908,3123,3.7584120971471764,969.0604028289911
121,6386,1489,509,29,643,34130,18397,12248,1464,3.0338148427625833,1223.553622698639
122,6651,1331,187,5,437,32674,38233,7120,2242,3.260826935505077,1533.0720439227557
123,4716,1554,74,7,432,31556,44671,18461,4543,4.709396686713653,373.0964467444181
124,836,1630,202,20,143,22443,10073,19172,4533,3.0793331206580548,1991.3644821556572
125,5355,696,103,21,163,44598,47235,17019,1623,4.098819501782212,439.6400014602311
126,425,664,65,27,98,28111,18151,10144,1283,3.0024708249386203,360.539197736092
127,5612,1367,475,16,977,25668,27263,7297,2784,0.4703309966191258,1417.9232725131767
128,6988,308,370,28,555,15696,38334,9702,2393,1.8172720476995023,456.8061691155226
129,518,664,242,24,645,33979,12506,15957,4803,3.7415623689351762,1720.4651382357597
130,3011,619,103,4,627,28886,20317,10506,2984,3.756361593693274,1022.5647693839396
131,4095,114,346,5,285,33136,20347,18142,3500,4.418259789663692,1688.1546730465307
132,661,319,359,20,192,11329,45507,10136,2525,1.9236007039768257,637.2793730102693
133,7919,270,121,31,608,40522,27702,16905,2192,3.0084255111273763,1525.4415683947625
134,1262,159,511,1,629,28021,16497,19023,2561,0.8978855274137935,1023.2174628433756
135,6708,1195,133,4,302,47605,33797,18546,3481,1.9503334377147388,652.6767548779782
136,1944,854,121,7,116,33650,29528,7943,3400,0.20943052290773956,1934.9057552298393
137,8098,971,421,5,405,30042,41403,7244,3526,2.8344160293079623,1611.6512496671805
138,6540,1420,87,27,143,13796,23702,11117,1179,4.966603886456421,977.0564733145322
139,7994,1343,453,18,890,34350,48746,5590,2126,3.3775680006749496,1493.8336661106757
140,3513,1847,411,2,20,42588,48773,17813,4735,4.4980101490561815,644.472629704353
141,6797,701,502,18,1006,42792,48211,12595,2104,4.5259612578470305,1260.8848125150623
142,4242,1917,492,20,692,14807,23565,18735,1278,3.0356487927977387,521.3740379439615
143,6813,137,510,21,483,27545,18227,18455,1402,1.2835563059084407,209.62057639729125
144,3863,691,293,21,975,21388,10464,10970,2099,4.713716967296498,1150.9763220687657
145,3409,478,499,24,168,43786,28388,13654,1195,4.478631394511595,1868.7370426351167
146,7324,1127,256,31,404,19503,38277,14943,3600,2.703023700799525,1332.4175807438519
147,7734,773,356,15,62,10633,30612,17845,2546,0.9392251994796591,1711.4379802648548
148,4039,1936,161,29,894,38751,45547,16570,3761,3.4440414474284333,1744.184637192247
149,5710,240,230,3,527,32979,44148,13306,4199,0.2015717475724703,1193.1232759436705
150,6183,1384,406,1,572,48558,46137,15527,1428,2.547490657001822,674.6835143886348
151,3841,1922,419,17,270,49613,34909,19377,4123,0.3805575166956885,867.4109390193845
152,4388,767,234,10,977,30050,17305,10383,1798,2.739548874266248,1182.1013407438259
153,1727,299,69,20,831,17192,11304,8009,4070,4.223957439236763,1839.349647104544
154,7450,451,468,3,734,49029,42058,10710,2673,1.0322086928255365,1272.2774722082306
155,3109,99,457,1,633,12390,14937,18901,1040,1.2390648514509304,228.80614159623565
156,2797,1213,160,31,145,24605,31681,7401,3937,1.5838942636263704,547.0531728662434
157,4455,1983,185,27,174,48500,28431,13529,3443,2.8914252875087665,328.97640206793756
158,5411,1441,402,29,106,15923,10183,6666,2461,3.7259758005889343,582.3545701741349
159,7871,1135,337,17,907,15144,17601,10138,4951,2.1339743946417493,382.16964082511834
160,6507,1262,176,1,858,16118,44292,8733,4712,4.014255701198686,800.5607962911539
161,4401,765,151,14,960,49769,40567,13904,2428,4.443761286938125,1528.9111247499611
162,7886,1168,162,7,763,12749,22369,17749,1910,4.977032187416018,1245.981926244564
163,5172,851,273,27,492,25764,42270,5099,4889,3.190361079378603,821.4869046599081
164,5006,225,506,31,896,32918,36901,13344,4614,0.9512430790000916,270.66852973950176
165,4723,433,220,7,443,43317,33527,17200,1857,4.034642284023191,535.5704072094304
166,2583,910,236,3,382,33910,25759,18290,2465,1.5891052165256636,1173.6801577511667
167,2711,1024,495,29,501,30638,46797,15534,1072,2.0958399731680952,1735.5200809693674
168,1407,844,451,16,685,18765,35981,14038,3760,1.7075674947727049,334.923283317028
169,7253,200,464,28,91,27226,37595,6515,1839,2.4936013304713627,1189.5364468391115
170,2000,1376,129,9,572,35390,40604,9238,1571,2.910366123826035,529.9188148308042
171,4732,1549,88,21,47,12952,31865,18823,4350,1.1786861617490831,183.14053360669084
172,3980,1572,169,25,986,16378,33206,8813,2466,1.9390473516912814,1039.7114179168284
173,6880,648,245,3,570,18084,14213,10782,2668,2.0815343639965485,1050.4530098014247
174,4240,877,444,23,260,19973,49911,7514,4578,1.0050992064048834,1671.6701402698893
175,554,1975,403,13,691,17654,17643,16483,4324,0.18808867908416768,153.40284570587414
176,4925,667,173,29,962,44187,29384,8140,1546,0.252004238557869,1613.7483370628565
177,2597,802,115,12,944,13785,16938,12272,2965,1.787511598450257,981.6293850068466
178,1312,1477,290,22,625,48710,40437,14245,1490,0.3508329013912317,999.4499559347103
179,7798,796,284,24,211,28770,45385,11893,4320,0.3012966307532724,1340.784836005067
180,1541,1089,126,3,952,20065,18488,16342,1313,1.3864029414044863,1411.2087888859544
181,1231,321,435,24,567,33944,15126,14939,4312,1.9563198417366896,811.3909307554483
182,623,826,405,30,283,43830,41517,16030,1081,0.9527746378610299,1388.2653456140106
183,417,1622,402,5,761,13371,32036,10834,3505,2.6093730285811967,1217.0778365575327
184,3719,417,352,26,864,35177,14406,13263,2934,3.2382716431147096,1680.14680861308
185,4972,319,193,30,681,41016,26603,5333,1366,3.032710103946857,954.1810663981151
186,6862,1692,319,20,733,47773,25627,19184,1247,2.9088204930522608,1381.6532178303087
187,4598,1348,310,12,656,22704,31018,18150,1307,4.298569019689712,1662.0045755655888
188,1242,342,227,8,748,49469,31306,5626,3220,2.3129528251721005,1484.3855101643037
189,3565,1710,420,16,585,39856,13115,12410,3841,1.591234528042348,1468.8713777841283
190,2318,904,443,7,315,34330,36952,15778,2214,0.4009233901283904,654.5906225020071
191,7011,900,430,25,294,22680,23581,8274,3279,4.887447117167262,501.0888892492995
192,7444,1579,232,24,47,20081,38712,11129,3806,3.637228159076086,1940.2978895983097
193,777,1535,484,25,417,39052,38486,7420,1907,3.428820045940723,880.7659564135528
194,1284,1232,392,7,327,14287,25222,9793,4404,4.077396231315386,232.83259464970993
195,2484,1863,340,31,705,24316,19707,18296,4755,3.819469288590516,1590.5132587796027
196,2914,850,470,26,379,16200,23080,8654,1753,0.688980626782103,1268.6220560065844
197,7599,966,324,2,235,47137,32157,9814,2114,4.963626126090063,900.1974895891161
198,6592,996,418,28,232,13609,37979,10158,3773,0.914739469830559,321.25611871489104
199,4451,1816,234,20,452,21829,25500,6535,3777,3.3901990130885653,1154.5093412265524
200,6006,847,327,10,770,42224,20547,10078,1225,0.6150597203748988,1827.6266415080513
201,1789,1576,372,17,745,47789,24829,13057,1590,2.4393098171027554,1156.7524443029583
202,7733,1450,461,14,978,44041,15947,8688,3374,3.409065860252249,635.2967100526496
203,5476,183,449,7,445,20496,17266,6930,4732,3.3682136096193456,687.3988888786852
204,311,1000,502,29,624,15281,11464,16789,1303,2.5735973287137006,305.6338483590739
205,3665,702,372,12,715,32429,44268,17422,2632,2.719156077747823,143.14846744926857
206,5103,1936,487,8,203,37984,35185,6866,4906,3.868858123533044,388.29619290349194
207,3328,165,444,21,58,48714,20026,10545,3034,4.153539107423665,722.7975317527795
208,7640,678,101,23,960,40514,25299,11575,2340,2.0603816615342225,284.21379301065093
209,2185,1448,213,29,946,34514,20906,7893,4043,3.3701307115190473,475.8907884975863
210,7446,1361,234,17,1000,12771,33810,11964,2973,3.5661666237002443,771.3653725110811
211,714,773,166,28,677,43551,15233,14857,2119,1.0206350591006104,378.2558805892822
212,1661,1973,261,24,987,23914,46345,15706,1966,1.0179813269975588,1506.1748421838315
213,3523,609,381,26,306,12628,43489,19649,3360,1.8069931000821633,1264.603284180624
214,4954,1613,268,21,355,48246,30567,17522,4751,3.3737116583591016,893.3955869870895
215,8124,556,344,30,254,24904,48342,6566,4411,4.210964775670956,799.9217440184987
216,7440,1044,123,30,856,31564,12808,13110,2006,1.3809070028629924,508.2183243773838
217,1211,1212,416,10,521,49110,14352,16504,4172,3.9455494831656273,1738.3757888672376
218,7775,1169,510,16,858,25567,41876,12172,3618,0.41261858423266295,1587.5997136570086
219,4415,1412,257,5,334,43611,20384,14660,4663,4.880059970441244,446.90550870786245
220,7463,1627,153,25,246,12033,21344,19679,4195,4.935965289166606,764.3708161541409
221,2339,1823,69,26,505,31946,13656,16032,4229,3.911175785421498,646.5646921684246
222,3603,230,253,19,695,47352,38216,5131,3140,1.987880808092166,1302.6442324673058
223,1354,1275,274,23,210,44450,29321,13847,3685,2.420319422982758,621.7474814401467
224,3626,1923,291,2,396,33257,24012,15600,1990,0.5369592831697667,1165.9482865923221
225,4873,1554,313,24,122,11165,13118,9037,2137,1.523013336714453,363.2859379325198
226,5330,1633,206,6,783,23742,17682,16986,3432,3.3209543820382366,1388.4335051834305
227,7227,1798,370,30,829,18113,36057,11669,3958,0.7424618470884131,1421.1897836048327
228,7453,1856,179,23,456,17477,19885,8280,1927,1.72539241788957,226.26788392979387
229,1607,539,485,14,246,21432,40377,8701,2668,1.619402920033028,713.1345526544546
230,7872,1786,150,17,569,32027,39575,5348,3446,1.321961239325162,1939.4566109191526
231,5536,359,202,22,9,25321,41878,11196,2547,4.434880166601399,284.2106464022386
232,3568,999,259,7,966,24226,36457,7597,3515,1.9607760123309579,180.6605429868294
233,4796,676,109,25,448,36104,12802,14591,3455,3.142908969451732,1786.243642186233
234,2762,269,341,25,673,43925,30159,6933,2468,0.9425638187340789,1420.2081384915678
235,583,1495,159,7,852,28386,15853,8773,2039,2.75876980249285,1958.7452450036587
236,5984,1105,269,8,305,10835,22820,9091,2877,3.3414187801949016,1307.5904262342694
237,1758,132,133,13,852,40156,15460,15919,4374,2.9252540022899267,404.1658397844477
238,4046,135,88,27,885,17591,28748,8941,4696,4.576097122551096,1218.0178683475935
239,2122,1035,228,13,983,36528,31101,7482,2506,0.9506369310449295,1161.3121568019044
240,4797,938,218,10,397,28349,48447,13255,2624,4.8654048676475234,423.45221411220643
241,978,662,220,8,355,34634,28324,9714,2528,4.860795404861122,448.76212403662504
242,6538,377,139,22,271,40841,34738,18817,3796,3.322533650655343,361.75150568801973
243,6916,2033,373,7,698,49411,27084,9966,4027,2.8758681452405908,1459.5312992493627
244,6116,363,146,27,559,18845,16896,17670,1699,0.43284510458684744,261.81244950889084
245,2293,314,313,17,731,46089,49984,8101,1542,4.13686369142977,354.71148676950975
246,927,524,161,1,644,33679,44335,19076,1170,4.4798833749690745,1064.8281717886184
247,2942,1319,391,28,57,49425,17364,8153,4386,3.181556224884773,299.3367526440881
248,2758,1235,281,8,145,15535,29277,11714,3527,0.893173688204932,141.81039360727647
249,3721,1069,330,22,662,29353,32673,15528,1304,2.5472063224685866,1075.7220966125246
250,1332,980,312,20,524,38190,13851,15734,4054,3.902368246726535,1099.5688797256166
251,6229,953,442,24,967,42454,34524,6889,2148,1.195416266236873,826.2406708455719
252,6793,349,407,22,32,32911,47673,11710,4875,4.871488492376917,694.9432380499568
253,4564,2018,119,18,816,47202,18312,9349,1830,3.2731170626240527,1116.5214593765882
254,4101,1063,307,5,968,32056,41524,7783,1663,2.906295199809706,205.46979158509464
255,4757,934,419,23,154,38168,26525,14608,2988,2.962346265889098,497.86983132627927
256,4177,93,306,17,716,48604,19459,19185,4098,1.312264283293982,488.70326616492287
257,925,258,491,4,740,46284,43702,6380,2895,0.47363330292621186,1499.6608220731653
258,2476,1773,454,29,288,24187,42029,11971,2110,0.9871913800985159,1156.5732631154826
259,6858,1587,484,2,581,40945,38371,9822,1528,1.9801647092318917,987.7896750784715
260,4841,1625,245,19,130,17035,45366,15352,3787,1.830091077636801,1887.096837245164
261,3825,150,76,27,212,47679,27247,10358,1359,0.6078078327892535,1836.7789902528882
262,6129,149,253,12,622,21043,45190,7472,1165,3.371542650084239,112.70563882322642
263,6873,1342,385,13,743,29550,32418,14041,1918,1.9093841312170143,320.1591824961485
264,7636,145,188,26,637,12377,41490,6574,3843,4.17458906383392,1599.7663923319114
265,3445,424,153,5,684,37155,20480,13691,4013,2.9107699855530944,1861.4842921088757
266,6380,1013,394,1,720,39112,35732,13790,3352,0.1926174961385061,804.4893949158343
267,6945,1197,447,21,135,17905,12642,13529,1412,3.555591722455066,1660.3788798162402
268,3218,940,385,2,88,40194,43937,19206,4492,1.8548554159461994,1121.0827395967458
269,7803,394,490,24,667,30925,42371,5440,2350,0.6366381647577491,641.2234929361024
270,7525,662,83,24,213,37241,16191,11973,2692,4.383126341646798,1876.2643650637413
271,5453,1685,199,30,259,46771,48625,7269,4734,1.0280796334582427,1569.029203200703
272,759,657,511,26,420,43529,11973,14556,3242,2.7866513231031558,352.06437601056496
273,3308,1285,507,10,24,16622,23025,13863,3975,3.6308852641530933,512.1516357663065
274,4356,1435,122,23,754,25378,37928,14723,3846,4.492485690613466,950.4270582391702
275,7077,666,192,6,884,27430,36958,10405,3187,3.089452945281873,683.6615374667251
276,1671,1371,89,21,678,21185,38010,11289,1019,3.8335369596265374,1883.450011277157
277,5287,1330,258,24,408,45496,35853,5011,1680,4.192822007570394,855.5864189733716
278,648,886,164,8,362,22747,34609,19314,1309,3.6478105822508526,1737.66456097964
279,1503,657,480,28,266,48275,40071,17914,1225,0.6113226701456035,1791.216999309404
280,3117,1699,382,9,895,41109,12694,12772,3586,2.7661079030156266,1617.0611371517039
281,8144,931,176,29,208,28328,35119,10520,2073,0.523405414375687,635.575124929286
282,1788,1374,365,17,658,13847,17248,6139,3432,2.077109779196876,395.9741418739359
283,7668,509,196,11,309,21344,46015,14460,3163,2.0424605650854595,1609.731405424509
284,1119,354,132,9,851,29042,18136,8612,1855,3.660389304071104,1040.5042492212187
285,1791,340,304,6,2,22211,16339,15000,1649,4.6566318932448425,740.8102756867087
286,6542,907,193,28,793,21256,20368,17259,3248,4.4793790050846445,646.6340338502595
287,715,1234,212,8,64,35409,33472,9530,4666,3.2210546098278994,544.7682751753125
288,536,248,81,12,708,43511,40442,17571,1526,4.565234775302251,1533.3006315018772
289,6429,1034,119,18,221,49125,41888,19285,2410,3.907900794850543,958.365106012748
290,7802,926,190,11,708,33028,40488,5804,3961,4.5577833210809064,743.6609674128321
291,7534,1911,346,18,462,21254,25651,6477,1741,4.070126817184716,1825.2841071619991
292,4307,483,117,4,4,25420,43442,19464,2792,4.347405882570193,1807.7681441228615
293,2911,677,145,22,8,28853,41411,6545,4802,1.162975904347239,823.6974076058685
294,4965,1772,342,21,180,43836,40633,13361,2887,0.8975192451738606,1624.9197866190732
295,5140,1269,212,30,893,30422,43820,10915,4638,1.7800434586759106,1373.9925933632278
296,4340,1227,79,7,132,49154,31854,15277,2576,2.0073799957329683,764.3586303577065
297,2796,1549,344,9,857,34989,28973,11925,2955,4.955382556798899,389.85252857243944
298,5500,1923,215,15,554,20511,25172,18494,2944,3.493997406428676,437.50105029498843
299,5152,1306,140,6,146,37355,34850,19575,4354,4.423840334570011,1864.8870744915766
300,3919,1243,334,21,167,43148,26558,16504,3113,0.625462530698966,175.76726270679572
301,2453,448,102,25,656,30026,12564,12284,4588,2.3773074574452435,1603.9240134116335
302,3134,877,307,15,784,49986,46811,13439,3240,4.372453907447396,1308.7973769007413
303,2223,1159,448,21,490,15860,20067,9838,2101,4.177850262655635,1759.9865461562963
304,7355,890,449,2,193,30752,46373,19820,1092,0.7201572810176595,897.6417751503519
305,5589,998,480,28,678,33641,11505,11809,3203,0.8851833508896142,203.46620728137276
306,7995,1106,435,21,506,40632,11702,16404,2075,0.9178278885494596,1907.020010720591
307,2504,1205,458,1,713,27680,43529,7342,3504,3.945830984923258,1342.8755821040004
308,7733,1193,395,3,560,20943,37964,5841,4642,4.708153695219872,1752.935866837825
309,1166,225,433,25,215,18660,31092,8117,2707,0.11232851091437865,409.22661909421305
310,1183,505,414,25,872,30527,36407,17323,4629,4.288025998703707,381.89318956711327
311,4005,886,459,18,562,45332,16985,8421,3170,0.39131802575473495,986.8281212126903
312,5592,555,372,23,742,20845,33332,13683,2298,0.7848224330171181,1720.5727220062543
313,5643,296,405,29,96,38204,47990,12383,1263,3.4450112935083967,767.9777725775256
314,6654,1735,116,19,42,11844,41477,12397,4255,0.19802725259545156,1306.9826349832642
315,2729,428,320,16,908,16764,18071,18738,4640,4.471340787753549,200.98632505447162
316,1525,1583,180,29,436,38651,12490,13960,2584,0.5384439405920138,251.1456338700434
317,2172,1376,168,10,741,41560,31801,6589,2935,3.6000800513144453,1311.1458574832116
318,1830,2038,157,25,471,21458,14010,8489,1417,2.577131887184288,417.48921692991513
319,895,169,177,26,902,26138,18855,8548,2105,2.605491506055884,653.2006689915304
320,1385,147,91,16,393,15225,48642,14473,3465,1.8453381592849052,1205.7347346094944
321,6425,1504,378,4,346,12589,27730,10930,4033,2.806478077111186,1832.5516517516926
322,675,1764,411,1,58,15604,49839,14953,1754,3.6078345263282197,384.6088410557377
323,5491,1024,210,23,475,45441,25401,6263,3793,4.498850663946732,1394.643281960624
324,1774,296,116,5,294,28922,39820,12682,4820,1.222668375048825,485.26222315558584
325,5581,1993,222,28,762,16889,30021,7137,4537,4.470292646970155,1301.6074241540518
326,2616,1530,264,31,153,39409,48514,8389,1807,4.715389654439343,1348.5034860409967
